N,P,K,temperature,humidity,ph,rainfall,label
94.63580555233159,78.02799882458467,75.0174980138311,33.535308853571834,93.0805540020786,6.474325570550291,23.91666542878809,muskmelon
92.42403885581318,69.2193918442508,70.22004113209562,30.41506282122488,86.86855591418099,6.761742706469516,56.45743009655892,watermelon
42.8151787259828,77.36193358629167,49.86574118008062,31.129773415893602,94.92816810043853,6.764793069532727,196.95947499928184,papaya
56.212439938680106,50.84794103149933,45.3727566038702,26.29403000598568,91.25832217522735,5.859098247041351,164.12083316318518,papaya
8.314226182996967,129.1326204197494,213.96315487343887,23.629744028175164,93.04252306485394,5.754626866652895,113.48295898273398,apple
17.519443983956368,24.175312646913092,34.97887049593746,27.568820514985727,51.68430674520229,5.551484819494433,70.46287236983741,mango
13.254448467363556,126.88420268055059,197.56585484283755,8.11876522418005,94.1739924628997,6.261805254954952,101.58191760629519,apple
15.15426743903538,57.90124933105361,25.593692438328933,31.226895409497974,64.75272115217165,6.123758871527451,41.89901523276369,mothbeans
25.185999067434558,67.95221209949524,29.951190678586713,32.201574609309404,63.61663627615452,7.319628603441515,31.968836581630462,mungbean
23.059135105020573,80.31372790447692,26.826711524627594,21.28734015059993,55.32202737074617,6.0585096311442275,43.66700345970327,lentil
29.15800590254143,67.88958781677715,28.271782370926317,27.439953023524723,79.33468455070216,7.4372071797067445,62.381582153571934,blackgram
18.886644714965833,15.268712373857737,46.47550046580433,32.61969744597153,87.62814274552942,5.135688892760645,120.14981951353349,coconut
19.442996402185763,14.936106691910918,36.29175266828133,28.241771533973278,94.40690187723231,5.571672047022108,135.22309750707453,pomegranate
71.86825156679598,56.88310212404595,47.48056932720106,34.620783950517904,72.2100270245538,6.829446639761665,210.27298005076017,jute
12.269148532625142,10.298991997394971,44.61398528000851,34.95052752479248,94.37816965232562,5.012845273508311,190.83510114898445,coconut
19.77587580239066,13.602273940330214,36.47049227474076,21.6762577896363,90.7693612334484,5.732262091971182,135.61939434613794,pomegranate
8.661604072042623,107.68167974236016,217.1327602695145,4.952604856027184,90.12903584095615,5.52027997376742,107.44630712908528,apple
76.25928961012752,73.71130574457942,62.90917684698388,20.40629672040404,64.83189093482873,5.909155193027728,81.18871308614794,maize
59.824841284812784,67.36101943076727,61.170141508727426,34.305620270355725,92.1417139721748,5.662788277885275,198.40690955003143,papaya
95.17168443105548,74.4840982561674,77.24104629007165,30.356871143307096,94.54129277338534,6.309481579194867,29.764132223840562,muskmelon
113.58346343409397,33.38495194885789,32.17110715545297,26.239355408238755,56.103166610745795,6.951499439227352,218.57497676714104,coffee
62.14809176042008,75.42834122646948,50.26700993318907,31.2429040078327,90.36341157794908,6.673421441166923,142.21821184524475,papaya
4.324657887819825,6.389599697670638,16.407721991524536,28.91194197101031,90.5528959353433,7.257506730890078,155.55089783954833,orange
56.961588726929016,78.6204741235756,57.77511908861467,34.138147983362124,94.83906068495762,6.694314914006215,151.68309942810345,papaya
34.63562131779087,63.2920859603251,76.43878466921079,22.54377334559961,31.88714165479232,6.196165161568489,34.64723411065334,chickpea
78.94764529162802,62.66361427975774,66.4087378904029,36.53389534625225,76.49103812064999,6.798704573842639,171.06455976355366,jute
24.566612127683875,64.60202506166948,14.6652633575455,29.981299435480423,75.67931236308071,6.37846789060453,42.31083621172596,mungbean
12.084790206642847,21.33490558945363,20.22699312405785,16.562111367911918,91.2265524899299,7.448687295160451,100.82362415919602,orange
34.97785224066581,59.799177482777324,29.963678240976925,28.066650530268163,65.74069813021688,7.496442446103234,52.07482426284339,pigeonpeas
95.94216754108317,58.1928717897877,40.27591154849889,21.522073142990482,84.95252653662084,5.507592375769328,166.08080514174986,rice
18.91461807128786,16.639822723906498,39.70533484685243,33.558188134970734,88.82363331061627,6.164691017984372,137.61904687696222,pomegranate
19.104606267911574,52.19585796360031,16.23408486415593,29.595840572136233,47.661586701070505,7.144762422370709,31.99425544490789,mothbeans
73.68380023037703,50.05864951238412,69.56621442022117,30.783829630433047,72.81390847721492,6.219674677994707,198.1944279392721,jute
20.500828628906987,63.17415074569543,26.28206597093044,16.213719245486196,69.71868337249836,7.1710231120317935,41.70715648751985,lentil
62.08209593469228,41.14460817806132,52.89453094424146,24.81997726645857,85.78287902585824,6.5295630936483375,152.90387826597745,jute
32.52109417961603,61.50557433303347,18.46116135328817,25.493089871098245,65.14958432984939,6.203492200740566,63.002402012621694,blackgram
81.53903906650824,44.376677394498614,56.591135319688036,32.433384442013775,77.80391934499805,6.498544878331293,237.56533876745857,jute
22.789719194693966,77.64606800845172,74.42918669658371,24.423255259052276,16.297071889659367,7.159967574856262,36.84453763878571,chickpea
27.640118661381536,85.22614738277768,61.15279046886975,27.017619921354235,24.22954929249468,7.274402953616561,39.780617666173484,chickpea
32.75606996558279,59.43050339551245,22.06751848399222,25.394732079394245,59.18530394346428,6.536697397988163,82.2395601262635,kidneybeans
61.327784728925906,56.592509005006384,46.61930498813005,32.38827437351179,91.05764312931707,5.78687097887372,134.48946765661682,papaya
17.206148345458583,11.30001577897777,46.50616804845965,25.385347051522505,63.0619501409862,7.228461204523114,77.87496586635476,mango
39.24116997882703,70.17918080844095,22.88672246869625,27.786943159285258,79.1774374638082,6.214221456709301,78.99147880238625,blackgram
108.99226975755718,62.13961277653917,72.83083707506084,24.495198944113323,74.25984007717989,6.3811826822657665,83.46798519102767,maize
15.707950525460685,68.84249858926148,24.866601093113005,31.313759776433766,63.116777694639744,6.373187683108766,67.68232877954381,mungbean
71.66015543956833,61.571569943100414,61.90769828604788,19.592589048516725,66.35081696523116,6.972090447533351,91.02640145990873,maize
23.504563708753878,51.12713271196722,17.55733602444835,27.655467505158608,40.000349042660986,6.624848742723438,66.12550905427942,pigeonpeas
6.2169231103478655,23.841411274081782,48.508682273302895,31.5992429525906,90.17648089017605,5.502102592179954,198.27653377474272,coconut
94.28014226347749,69.51053043252386,59.5452562852611,30.66703430637214,94.83492509014019,6.16007410548673,27.87325837457395,muskmelon
106.1126284196533,74.40073073092148,69.23442898655892,26.3273813336052,65.85448886695193,6.228058400141819,70.55631970767638,maize
24.09604818112419,75.95996070438449,26.601098694160527,25.63794556253598,67.74446282420413,6.424148185590148,65.22452121770152,blackgram
115.78267772583914,47.369306824247374,39.44155669360026,22.713107617159295,66.71612739235673,6.738559498115795,169.16639024387118,coffee
20.785853485929497,11.50187291610628,38.86714597419763,20.412844891669625,89.12584217924822,6.280521802757022,127.9893545264023,grapes
15.330992230234363,69.47563816768115,15.378114225018885,33.143867792687615,63.410042576542374,6.1982694866308075,47.5942255885534,mungbean
117.92177383636192,48.6485556595763,49.38660250703321,16.880683261622814,53.2111562152634,6.676736698679886,199.55779242708294,coffee
18.12052034917121,73.82631987648216,19.136513523770354,25.8938152291637,68.88084187650796,6.223193954107673,80.82040222794271,kidneybeans
129.20300666413317,35.32293214010764,21.181731065058713,24.876623656373127,61.2224596298298,6.315997021645717,63.67394448491678,cotton
0.1762966658894527,128.6451056190695,200.3331486528553,19.666312901908668,91.69468109968513,6.319333752298861,97.61396507496626,apple
103.2718122224458,60.92138339350935,60.877558423222354,28.385540274370513,82.10152400391073,6.419755541114675,169.50408766542563,banana
23.36040104385357,67.09594579312777,22.19977923781639,25.573918436882735,71.66614496368409,7.326515141956931,57.58714564765262,blackgram
85.09998906687943,61.86060749481791,67.67802016270001,30.32117972458783,75.32755282860047,6.899453084553835,78.18416023653884,watermelon
5.7470732348399345,14.812160115798125,33.93361219687897,25.554907210710606,85.02527549831909,5.303453173755286,183.38005601312148,coconut
17.158019495149947,63.139813210394436,24.229435437415578,22.955783762575862,52.8276710843268,6.195480649758504,49.30286848551992,lentil
5.59188741046464,16.4148748346664,20.443050096149292,33.20021854436385,91.30563572216539,6.502285426498472,146.42664202859396,orange
51.70210150469117,79.59067386517223,55.63270375752883,31.040721005990637,90.27269830337575,6.68442016042052,175.37176342856804,papaya
19.41705565926018,51.16789889977002,15.720376365828528,21.752217721058273,66.00311063518001,6.42371811596554,87.52295852876479,pigeonpeas
15.844340663107035,20.162584129936896,23.212250147452103,10.370754060792697,94.04551608411523,7.407693079687004,178.930044910815,orange
63.20934982646569,55.73534168710764,52.31190480968985,34.735679253629094,76.68058353252079,6.096783398568612,246.9470433275369,rice
105.80814951765976,63.87477866049621,57.85258607111071,33.12590925267296,91.65300404985001,6.860511486587445,24.737601537387203,muskmelon
33.41989042193151,70.83786281759856,29.579621233116328,28.61690903787345,48.22214768026573,7.210606355800055,49.7620301478246,pigeonpeas
102.5042306771503,79.72764343257785,66.00769190331226,29.131057565017198,94.14136782407994,6.251853362345709,27.773021481439184,muskmelon
9.99644515497178,9.689158457495802,43.39216929648145,25.55965557262007,90.0646111876708,7.61267171008,137.07692129111751,coconut
66.14526081573067,62.93200334167918,61.719861524342136,31.34523099577944,79.36452808185265,6.888325814702622,226.66978238334826,jute
90.00723014055404,64.82488672076056,54.164636172164286,27.504829467497636,87.08858763800163,5.919510784819665,115.32170576401185,banana
27.268078639988538,78.76362345049445,20.58236809201932,28.321725220617324,74.01616836003481,7.147974449288079,96.47017419245769,blackgram
48.18868177346232,77.69431663150573,51.73392295451235,34.89074465473705,93.35131843413797,5.927022960717101,172.93732996445235,papaya
108.38053034023821,71.70750845581912,60.95232201307494,31.40483293142212,78.89173756602115,5.6269731303769435,109.54173376317948,banana
130.13552459679343,54.26977476422574,31.806516988038105,34.48483697359983,72.68176814861138,5.975479535992356,73.08640841467044,cotton
107.47071182388679,70.40165366433168,74.90750578344155,29.192492493189658,73.87987912446795,6.284852676610614,67.62910045733287,watermelon
12.101429703615336,18.772585798010866,10.646527014638849,22.035883648940136,90.22197632484664,7.226298623937181,198.98921622398746,orange
105.07595052771225,41.225510297124245,36.755115229871706,16.07475921347227,68.87007071266478,6.77335311348343,232.2769188555633,coffee
38.45658314693033,69.18760862359835,78.71687508874916,23.270414639116517,23.52166767780743,6.261420753480399,46.598126457214,chickpea
76.72972145162475,67.9818545006204,65.98191668501225,20.678280051592843,75.39550461745878,6.0646950503170745,231.0553330781833,rice
16.58811477319694,48.87244208716385,21.197587758115795,31.758229251040735,56.45399560743934,5.640216279282514,43.83407604009052,mothbeans
9.297418603086873,24.03160618879739,23.896709060414747,29.490216063561626,93.01050915063675,6.682440476089517,135.6178534328421,orange
15.258428399555658,13.170723169998471,46.25386086751565,25.458643898214923,49.66792538916254,6.406741211208315,81.02725328679983,mango
91.7292808679218,48.745240895556805,41.72535686386536,25.487897969720645,60.50351579868448,6.834737954776967,143.6446808412532,coffee
29.014561712512354,62.91051361330166,24.531215352928648,31.298206544347078,50.08026582959557,7.004795764607576,48.59529064228262,mothbeans
37.39067343629959,63.61315082622606,29.319920301835637,27.187717084108797,66.52441013961862,7.134288351160171,69.68775707827034,blackgram
18.90645323702846,10.291018684273231,36.54013536992204,30.55917470685816,87.75190211773476,6.864380042580666,163.38894618324417,pomegranate
96.62947162757929,61.036470736448535,60.098128345817614,19.612976123267693,56.267499409455354,7.482932395062907,69.50592302386254,maize
23.45112546725781,60.095122262086875,17.057227322291148,30.80699084554285,52.6377190097466,5.7881575720264,51.83994699351439,mothbeans
132.4515541578416,35.41107708529179,32.04394762061415,26.5949387549151,59.722846410842386,7.4697701689756615,59.090450566354654,cotton
48.564969280452985,53.1672692665839,49.70867183223625,30.00494895076614,93.96614839136662,5.30030728836775,176.18120725825298,papaya
34.923153469975574,74.76246992371844,31.897426955104578,22.4900873610909,57.30107196573269,6.100883870951051,44.745896841083486,pigeonpeas
29.687273326509235,56.84597245675012,27.703308366434293,28.24329377351518,56.91209373801511,6.688483654617194,51.110254204303146,mothbeans
21.756192303269582,78.99252157599221,23.36563239375066,21.125493351274567,61.609352019873924,6.2087950520185435,79.98196871409914,kidneybeans
100.91358154797172,44.72108028965579,40.25957683828683,26.07993080342738,68.14579122905144,6.921029516053802,198.8617458000664,coffee
32.01166393974272,63.32510660699401,21.936586262681434,31.171942271169666,79.3963772926757,7.091446706549533,96.1301878546979,blackgram
23.711339985834886,82.25052386975469,26.752308375620373,17.05881988178321,57.04962093886702,6.1891652125179375,33.89571040253643,lentil
0.9186006445817996,2.790079986297295,30.614350943866786,30.04176820338043,93.49136636161123,5.706926995999061,194.81296085974225,coconut
78.22627011142852,58.6039779340461,48.32143548943398,22.82181739585642,81.95547607409974,6.0300283420390794,208.3656111850872,rice
9.984230070665333,11.739295756936595,10.916267255027194,11.675701975938068,94.47859587374,7.037727879187576,112.16181568196494,orange
99.89588709883746,76.98264495977021,76.24105952980136,29.705603780065186,90.68116825772863,6.630400926036,23.012257480622793,muskmelon
113.14668574134376,76.45776136587004,55.66610560288563,32.011411313835765,75.81285938613063,6.2974926699926685,62.408701922014515,watermelon
27.630169339415957,79.01379845777511,21.266414689126496,26.85699287132848,63.35839997607254,6.952006909880912,67.46797028831033,kidneybeans
80.73422897516568,66.23555293610043,69.13466537778231,25.093449534862444,70.65953887365187,6.851887982470383,72.1006215423018,watermelon
104.65814777633955,72.06444271315928,56.51162265038023,34.83597299738774,85.01026744575594,5.565770278744945,126.1297524598407,banana
20.30652275110934,68.04661637899471,20.93119824411861,27.144241640712423,62.77015847565793,6.153773946099712,65.69272321033839,pigeonpeas
25.953737842943568,55.47931838414592,17.79959909696524,25.256896448694082,47.113534641923344,6.386067412675239,51.59870805500297,mothbeans
91.16398364186662,63.73545056462259,66.62491610179885,32.667683563383356,80.2596403718572,6.065215941661319,142.68435468428635,banana
66.81732807519984,50.573883531977195,63.225145000687874,24.395490087112695,83.45900800492737,6.81639772636157,243.22678388381672,jute
115.76532971313247,35.044989533554755,21.05801442855983,31.819262900064366,61.24202660848312,7.139590694266083,85.94978659954667,cotton
15.416895268843797,23.92761627915668,41.59474229879544,31.340737142507077,94.11576887263053,6.018430253351184,162.1507311138084,pomegranate
27.60494438912316,57.45150826229623,29.109216605669726,24.276013337033373,53.27636544444237,6.973983486865323,86.81403107344633,pigeonpeas
25.942928982792203,76.95990763714829,73.91797460065008,27.72005329631537,27.170545453929332,6.699012744173638,23.422873546638,chickpea
107.19731462863385,60.67064869471559,67.0966905461395,27.149504228888286,72.53531273523498,6.381538972817043,91.95657871024058,maize
3.8468631295004285,6.768068954899584,50.620024704891065,30.71639723270148,89.55011032306957,5.44891016452678,155.97818466590255,coconut
15.261664286503315,21.742729269799863,46.91021621681121,33.98164291543909,90.08479035308027,5.849352757974223,184.53299756887267,pomegranate
98.52890157762445,40.36463424069449,69.09636480122917,20.647398679258643,88.36714670547107,6.29155166362945,249.29647961193004,rice
20.41885396632731,56.067625415736046,21.276536164488313,22.415006279928335,46.44737911109188,6.63727626430213,85.3919256941767,pigeonpeas
21.486950425330356,22.748907574358043,31.068554015741363,8.387248715010795,86.96507183476889,5.876041791109157,144.834873914279,grapes
30.573132079785513,66.68885054236208,23.75106500434994,26.975559056784782,76.10348794720754,6.2786654320480615,54.24831449447332,blackgram
4.017024321022326,4.6502107963998816,32.64276385599536,28.049346376976608,88.60065493550728,6.2616130702066295,127.90930707648117,coconut
30.867063249568652,70.03533866225797,60.785901255961946,18.241917638913552,31.63394087351547,6.546141619945625,35.542362987164466,chickpea
36.15914656218038,75.35529235428675,18.481556532550137,31.43907957067765,76.68649591498797,6.866030101829502,82.32036876140445,blackgram
18.665173351617078,4.89246348257599,47.93691154171306,25.235024228183242,88.75497241321621,5.332245523491527,148.19803532765596,coconut
75.88755414450705,71.53032951028507,58.22165662061618,24.650136030189522,68.02840776703728,7.210561066302243,64.28895722922715,maize
113.38595045471799,65.05172013369449,66.59287610705857,32.03936667034515,89.18510305576207,6.113390853635008,152.95758715605075,banana
20.26829081023171,42.34441315642541,22.29195727822386,34.20739650342635,41.00147797626736,6.0829218269875875,37.26393276719962,mothbeans
